,ids,ra,dec,z,mergers
0,10076,189.159565,62.192647,1.1038435450589001,[]
1,10103,189.124626,62.19262,1.0183941496061775,[]
2,10298,189.149409,62.193732,1.7683847070356675,[]
3,10307,189.121875,62.193247,2.9035173554810747,[10251]
4,10309,189.131121,62.193606,0.27572973422974195,[]
5,10485,189.153077,62.194626,2.0095337228978214,[]
6,10489,189.129187,62.194725,0.057410859812395604,"[9307, 9344]"
7,10517,189.133554,62.194452,1.5488856985732917,[10323]
8,10529,189.124664,62.194708,1.8666210101269918,[]
9,10557,189.164652,62.194585,1.4099722196808495,[]
10,10793,189.140365,62.195495,1.8377486609623284,[]
11,10856,189.162225,62.195534,0.9929820647976262,[]
12,10960,189.157531,62.197042,0.8466866020284085,[11203]
13,10964,189.143077,62.196682,1.5168484825397597,[11126]
14,10996,189.132811,62.197139,1.3249782061589968,[]
15,11046,189.165804,62.197254,1.03395320568416,"[10953, 11245]"
16,11063,189.115883,62.196956,1.239919988015672,[]
17,11067,189.159573,62.197461,0.84061955603314,[]
18,11090,189.136205,62.197589,2.103916741356219,[10935]
19,11124,189.143604,62.203642,0.42117923265703144,[]
20,11245,189.166985,62.197857,1.034628646467485,[11046]
21,11279,189.146989,62.197751,1.1973275111289732,[]
22,11283,189.143115,62.19799,0.918468412007108,[]
23,11286,189.138052,62.198376,0.7463890639822779,[]
24,11323,189.12666,62.198701,0.6728849794550559,[]
25,11341,189.139826,62.198051,0.4735947949932128,[11557]
26,11353,189.12136,62.198107,0.46067431432435524,[]
27,11363,189.12418,62.19819,0.5213429124930992,[]
28,11460,189.153153,62.198915,0.5265034745907764,[]
29,11557,189.1406,62.199031,0.426047701506098,[11341]
30,11592,189.154228,62.199885,0.8393601811217767,[]
31,11593,189.102152,62.199467,0.7785692349915899,[]
32,11610,189.128341,62.199608,0.4871702964049361,[]
33,11617,189.130115,62.199718,2.792061253480174,[]
34,11619,189.114989,62.199571,0.35239366913743014,[]
35,11630,189.112317,62.199062,1.3858117390502585,"[11224, 11272]"
36,11633,189.160914,62.199578,2.725610898951779,[]
37,11683,189.124094,62.200194,1.0046228636236068,[11750]
38,11750,189.12448,62.200244,1.0225905321745612,[11683]
39,11759,189.155835,62.199867,2.5207738547582714,"[11262, 11444]"
40,11839,189.123584,62.200011,1.2443977506139843,[]
41,11851,189.094243,62.200841,0.7476246962501617,[11969]
42,11855,189.142095,62.201035,1.5669532830017525,[]
43,11883,189.152027,62.200819,0.9640302120322026,[]
44,11886,189.130879,62.201117,0.5300440097829273,[]
45,11892,189.171941,62.200843,3.3193966077616865,"[11778, 12003]"
46,11903,189.119189,62.201058,1.2455661634841066,[]
47,11930,189.153448,62.201137,3.931157746800822,[]
48,11932,189.153348,62.203654,0.8551733271028696,[]
49,11961,189.170216,62.200863,0.9944669680169589,[11858]
50,11969,189.093895,62.201292,0.7030279822811025,"[11749, 11851]"
51,11997,189.169804,62.20138,0.80885109183428,[]
52,12078,189.166744,62.202054,0.9900474843550351,[]
53,12098,189.12667,62.202391,0.4056081279603137,[12054]
54,12133,189.170697,62.201488,0.054116609667996106,"[9757, 9936, 9974, 10018, 10632, 10884, 11117, 11256, 11527, 11754, 12067, 12482, 12648, 13226, 13244, 13393, 13939]"
55,12141,189.102596,62.201765,1.587222756974113,[]
56,12246,189.171475,62.20294,0.3655801307397698,[]
57,12276,189.091081,62.203177,0.7594655901546541,[]
58,12299,189.133478,62.203127,3.395031447473714,[12132]
59,12300,189.147456,62.202348,1.2036104936382512,[11908]
60,12343,189.145677,62.206731,0.6464450254074522,[]
61,12355,189.113352,62.203537,0.4604370025899817,[]
62,12364,189.131014,62.203153,0.4518985554669061,[11886]
63,12435,189.13745,62.203809,2.016856809182579,[12143]
64,12436,189.148348,62.203831,1.6574547218770506,[12235]
65,12451,189.164341,62.203273,0.9952441305468523,[]
66,12460,189.165539,62.203922,0.7842013011335173,[]
67,12485,189.129353,62.20431,3.543373835767674,[12725]
68,12568,189.141361,62.204726,0.793208970379885,[]
69,12587,189.098241,62.204428,1.3350071377733193,[]
70,12633,189.126479,62.204858,0.4230473475007367,[13211]
71,12713,189.118505,62.205109,1.0723654670379952,[12443]
72,12725,189.130474,62.205136,3.6006428360473377,[12485]
73,12748,189.109797,62.205442,1.8997770945209986,[]
74,12769,189.123481,62.205756,0.8034833300911396,"[13093, 13108]"
75,12797,189.150984,62.205841,0.07456745465247859,"[12476, 12861, 13536, 14068]"
76,12849,189.090317,62.205115,0.9886500317133168,[12462]
77,12878,189.162421,62.205493,0.5748033988157375,[13147]
78,12897,189.149147,62.205962,0.8069015961542718,[]
79,12904,189.166836,62.205957,0.4643032648362367,[]
80,12936,189.08329,62.20632,0.6011552851902201,"[12602, 12737]"
81,12979,189.089786,62.207469,0.3950346560122865,[13520]
82,12984,189.104026,62.20656,2.284678592830989,"[12744, 12960]"
83,13093,189.124456,62.206454,0.9163447812599063,"[12632, 13108]"
84,13108,189.124752,62.206704,0.8956065458188662,"[12769, 13093]"
85,13174,189.151362,62.207876,0.4206773322498654,[]
86,13182,189.134702,62.207851,0.9044845654969458,[]
87,13197,189.133373,62.206913,1.4772630768277684,[]
88,13211,189.125199,62.206832,0.41410786228041624,[12633]
89,13272,189.104676,62.20765,0.49785273418872333,[]
90,13288,189.092444,62.210376,0.5650592608315561,[13943]
91,13379,189.119388,62.208394,0.2715669192921564,[12766]
92,13384,189.127395,62.208116,1.6332708670482157,[13315]
93,13393,189.165756,62.207929,0.07215627388561138,[12133]
94,13409,189.168744,62.208508,1.275009866436864,[]
95,13411,189.165551,62.208193,0.7844342222936375,[]
96,13414,189.137792,62.208406,3.764731971868112,[]
97,13416,189.136259,62.2083,0.9552028557595128,[]
98,13429,189.164886,62.208471,3.5647181465529796,[]
99,13436,189.160079,62.208703,0.437338049630376,[]
100,13442,189.082683,62.208211,0.369151762468168,[]
101,13453,189.155796,62.208239,0.9927727061945354,[]
102,13466,189.149418,62.208677,1.4974079621358154,"[13412, 13587]"
103,13480,189.100111,62.208898,2.490938992791349,[]
104,13502,189.154256,62.208555,0.8180201326898761,[13110]
105,13509,189.171034,62.208451,1.8103281104551063,[13192]
106,13520,189.090443,62.208958,0.4549335362961339,[12979]
107,13523,189.176732,62.209033,2.0263870721200004,[]
108,13536,189.146288,62.209078,0.10885481701023719,"[12476, 12797, 12861]"
109,13555,189.136491,62.212213,0.5498168116139694,[]
110,13564,189.166143,62.208778,0.662928888143008,[]
111,13571,189.141298,62.209287,0.5151393614423774,[]
112,13573,189.170407,62.20941,0.8357954167931542,[13300]
113,13589,189.16088,62.209405,0.24077251107456038,[13742]
114,13607,189.153539,62.209218,0.418566799290678,[]
115,13608,189.166616,62.209355,1.0453565352149676,[]
116,13629,189.103301,62.20967,1.0901428754390088,[]
117,13636,189.129889,62.2101,0.419151199956827,[]
118,13674,189.148145,62.209364,1.1476795845334946,[]
119,13685,189.117691,62.21045,0.5121780347967193,[]
120,13686,189.140775,62.209555,1.1626477898352636,"[13768, 13854]"
121,13697,189.17343,62.20992,0.54574510609654,[14136]
122,13746,189.151599,62.210384,0.9169312104437847,[13627]
123,13750,189.13836,62.209995,1.156004839409456,"[13448, 13957]"
124,13752,189.157354,62.209776,0.5180328848661082,[]
125,13767,189.105605,62.209815,0.4925755087897457,[]
126,13774,189.179829,62.211733,0.8306268401864991,[]
127,13775,189.092862,62.211575,0.3927676863111602,[14261]
128,13776,189.156846,62.211375,0.3996685335956479,[]
129,13777,189.143853,62.211387,1.157057391411093,[14281]
130,13813,189.115851,62.211313,0.42575775005946215,"[13685, 13895]"
131,13820,189.16418,62.210381,1.05340243856372,[]
132,13821,189.11075,62.210648,1.2814954639657246,"[13766, 13909]"
133,13856,189.154849,62.210296,0.9923444986726958,[]
134,13886,189.167614,62.211944,0.8030325185337686,[]
135,13905,189.173849,62.210796,2.609247533547974,[14277]
136,13909,189.10952,62.210832,1.2493812708659728,"[13766, 13821]"
137,13925,189.180333,62.210798,2.4190928773236933,[]
138,13926,189.108105,62.210475,0.4150696780368138,[]
139,13934,189.119945,62.210951,1.016416057485979,[]
140,13943,189.094056,62.211137,0.5678397031630531,[13288]
141,13970,189.085479,62.210578,1.406290105988435,[]
142,13978,189.155607,62.214573,0.4045148363285199,"[14502, 14884]"
143,13981,189.132807,62.211268,0.49242097521613454,[]
144,13992,189.136186,62.210922,0.42078289413252307,[]
145,14007,189.098952,62.211104,0.6049568801801819,[13872]
146,14051,189.150377,62.211275,1.2134431344006271,[14066]
147,14068,189.156503,62.211133,0.0822949403126873,"[12476, 12797]"
148,14076,189.184129,62.211218,0.9167773442138808,[]
149,14082,189.182703,62.211544,4.532311063852488,[]
150,14098,189.131834,62.212038,0.993324090867075,[]
151,14136,189.172475,62.211738,0.6340308604041347,[]
152,14178,189.108059,62.211744,1.028960260501052,[13792]
153,14184,189.166354,62.213897,0.8409958669620187,[]
154,14187,189.162468,62.212529,0.42444074713636065,[14484]
155,14277,189.174405,62.21212,2.449170996390226,[13905]
156,14281,189.144534,62.212046,1.2419066497707834,[13777]
157,14293,189.1198,62.212619,4.341893864101072,[]
158,14300,189.076965,62.212711,1.5517155288270927,[14388]
159,14302,189.081153,62.214601,0.4700085348395112,[]
160,14372,189.110915,62.214474,0.5519581707885406,[]
161,14424,189.13845,62.213317,0.5223625084651259,[]
